DQO,DBO,fallo
47.8383666666667,2.1102342441012,0
47.8383666666667,2.1102342441012,0
47.8383666666667,2.11023424410119,0
47.8383666666667,2.11023424410117,0
47.8383666666669,2.11023424410107,0
47.8383666666681,2.11023424410059,0
47.8383666666737,2.11023424409814,0
47.8383666667019,2.1102342440859,0
47.8383666668426,2.11023424402473,0
47.8383666675466,2.11023424371884,0
47.8383666710662,2.1102342421894,0
47.8383666886643,2.11023423454222,0
47.8383667766543,2.11023419630625,0
47.8383672165871,2.11023400512506,0
47.8383694157091,2.11023304917332,0
47.8383803830081,2.11022826679784,0
47.8384220100677,2.11020937399065,0
47.8384754733819,2.11017979068152,0
47.8385153551475,2.11013616084492,0
47.8384881036049,2.11007364501916,0
47.8383134125443,2.10998427118498,0
47.8378878606282,2.1098573812225,0
47.8370926320124,2.10968041189298,0
47.8359645267283,2.10946834333859,0
47.8345235333839,2.10922342981251,0
47.8327782902769,2.10894546736477,0
47.8307282185354,2.10863310043444,0
47.8283612326003,2.1082835757887,0
47.8256451734537,2.10789152999482,0
47.8225345293769,2.10744999319852,0
47.8189867873958,2.10695259636053,0
47.814947139393,2.10639130817433,0
47.8103453125847,2.10575600445485,0
47.8050879500725,2.10503343666575,0
47.7988240263044,2.10417515448543,0
47.7918295056297,2.10321867977158,0
47.7835566143123,2.10208887211576,0
47.7736890792873,2.10074257948193,0
47.7622494506899,2.09918308116106,0
47.7491765266796,2.09740241695388,0
47.7427268071005,2.09652447623658,0
47.7267216707771,2.09434751941184,0
47.7107478435112,2.09217726463321,0
47.6929892790483,2.08976748996067,0
47.6874287114918,2.08901359598147,0
47.6653655667416,2.0860254578513,0
47.6458668618078,2.0833889165995,0
47.6329189678553,2.08164041878849,0
47.614785315333,2.07919472744439,0
47.5986484011583,2.07702142150589,0
47.5829175232248,2.07490563693423,0
47.5791316412648,2.0743968623489,0
47.5622888782627,2.07213541094846,0
47.5478333777585,2.07019712249068,0
47.5332149355237,2.06823947994747,0
47.5260140502717,2.06727609535037,0
47.5142674967981,2.06570588354013,0
47.5025516209237,2.06414141659878,0
47.4914442774096,2.06265973444821,0
47.4821906606152,2.06142647245987,0
47.473523553163,2.06027231988702,0
47.4645456278101,2.05907774302979,0
47.4555851035021,2.05788646470345,0
47.4464723191358,2.05667595439715,0
47.4359815473909,2.05528366278915,0
47.4245834210716,2.05377249084718,0
47.4216256707913,2.0533806128005,0
47.4087014352604,2.0516695283043,0
47.3976330597596,2.05020579705869,0
47.38792362459,2.04892303415057,0
47.3777553784369,2.04758091624492,0
47.3702928616712,2.04659675255769,0
47.3577661789351,2.0449462888302,0
47.3460063267906,2.04339864920382,0
47.3341193530407,2.04183604352759,0
47.3224903218211,2.04030906318741,0
47.3195035846119,2.03991715615119,0
47.3076966227009,2.03836899447075,0
47.2943021955088,2.03661480239309,0
47.2788412501807,2.03459277575815,0
47.2692414963188,2.03333880528216,0
47.2577050562517,2.03183338745555,0
47.2461959798799,2.03033320698658,0
47.2334895416819,2.02867888549944,0
47.2194947215629,2.02685916708275,0
47.2049253455801,2.02496734860786,0
47.1923334734088,2.0233344475815,0
47.1793310898793,2.02165039141413,0
47.1702551780641,2.02047613827612,0
47.1569832178018,2.01876084227792,0
47.142617240449,2.01690662124201,0
47.1264410490494,2.01482181870353,0
47.1215179526456,2.01418796816638,0
47.103204412507,2.0118327192415,0
47.0873503301863,2.00979710820798,0
47.0732807300479,2.00799320159701,0
47.065018823899,2.00693505204806,0
47.056770122221,2.00587947236243,0
47.0440536201248,2.00425397655082,0
47.0254974285187,2.00188609828418,0
47.0063541689976,1.99944839623194,0
46.9907020801442,1.99745907573348,0
46.9780612017993,1.99585495894001,0
46.9649066908387,1.9941880113447,0
46.9517791301594,1.99252685358044,0
46.9378116196649,1.990761998459,0
46.9309698676719,1.98989848306506,0
46.9160083036223,1.98801235477236,0
46.9037228841234,1.98646585089072,0
46.8899172660792,1.98473039643491,0
46.8842321486876,1.98401648006136,0
46.868564185717,1.98205117513302,0
46.8518254054406,1.97995513436517,0
46.8378569859708,1.97820881382617,0
46.8281038974854,1.97699099982422,0
46.8183674808814,1.9757764997096,0
46.8089243281917,1.9745997520586,0
46.8001774100053,1.97351078990484,0
46.7918532626424,1.97247537344266,0
46.7823676381184,1.97129656464802,0
46.7745148864424,1.97032154590435,0
46.7654907222531,1.9692020486605,0
46.7553736185361,1.96794819174621,0
46.746229610355,1.96681604529292,0
46.7345723336416,1.96537424656196,0
46.7202670859041,1.96360726287579,0
46.7056396114951,1.96180311058769,0
46.7009942555745,1.96123070719396,0
46.6909325270657,1.95999180884587,0
46.6808906859751,1.95875660182405,0
46.6709901755903,1.95753999025894,0
46.6614259304806,1.95636583801387,0
46.6561549015631,1.95571921794789,0
46.6456502301983,1.95443157107041,0
46.6371166549301,1.95338652252967,0
46.6272367440203,1.95217769600915,0
46.6164988483275,1.95086522571729,0
46.6117186399641,1.95028139607198,0
46.6019008396931,1.94908315882503,0
46.5921033242661,1.94788854405092,0
46.5825884388833,1.94672948350135,0
46.5739631823459,1.94567972150682,0
46.5676918872449,1.94491700793689,0
46.5585003971942,1.9437999796831,0
46.5492768933054,1.94268006083647,0
46.5396116734569,1.94150758074142,0
46.5294497517732,1.94027602595051,0
46.5240803426248,1.93962577780444,0
46.5125048069579,1.93822509616523,0
46.502077096174,1.93696463941521,0
46.4907346391924,1.93559504355439,0
46.4808889643179,1.93440738951823,0
46.4724022285626,1.93338455757828,0
46.4639321028262,1.9323645541325,0
46.4551830112204,1.93131182189575,0
46.4460772334603,1.93021710337118,0
46.4381219600594,1.92926147763646,0
46.4277457998292,1.92801612909833,0
46.4151206222209,1.9265025069683,0
46.4014129351743,1.924861154024,0
46.395782789062,1.92418761965398,0
46.3864072435101,1.92306682214735,0
46.3770521508489,1.92194947914396,0
46.3659901286603,1.92062958768547,0
46.3538617840688,1.91918411783572,0
46.3440516248753,1.9180161951996,0
46.3342630051932,1.91685196054344,0
46.3244121127628,1.91568145001937,0
46.314231016804,1.91447289317051,0
46.3123315640493,1.91424755040372,0
46.3031177201677,1.91315505561434,0
46.2947256481902,1.91216085707596,0
46.2857786582498,1.91110181733001,0
46.2764498646383,1.90999857078448,0
46.2711918942698,1.9093771932354,0
46.263192878145,1.90843249580078,0
46.2552088785123,1.90749030741299,0
46.2467768726616,1.90649604678817,0
46.2380129314431,1.9054635122483,0
46.2304445910287,1.90457254843579,0
46.2206103212775,1.90341581480627,0
46.2120355099199,1.90240812568473,0
46.2024006283655,1.90127686269794,0
46.1920733953761,1.90006548495821,0
46.1900907606912,1.89983306231747,0
46.1807032085135,1.89873317503834,0
46.1708837764953,1.89758375956369,0
46.1602081297475,1.89633536237292,0
46.1501308318228,1.89515812136566,0
46.1412027075252,1.89411608900984,0
46.1322944715409,1.89307727661647,0
46.1235902212089,1.8920631177803,0
46.1156265978864,1.89113600107544,0
46.1105645984298,1.89054706041045,0
46.1025785844581,1.88961851151289,0
46.0937043952112,1.88858753601905,0
46.0840480739888,1.88746670263228,0
46.0740442065182,1.88630663556945,0
46.071391264786,1.8859991843893,0
46.0606080366705,1.88475032346219,0
46.0496345907445,1.88348077398461,0
46.0373068605139,1.88205615653778,0
46.0326094908706,1.88151376787948,0
46.0251722689972,1.88065552453905,0
46.0177495392554,1.87979957230787,0
46.0096190546195,1.87886271453391,0
46.000657787628,1.87783098647665,0
45.9942174366953,1.87709005261599,0
45.9839143573368,1.87590569634509,0
45.9731085089047,1.87466482509641,0
45.9617111994939,1.8733574535944,0
45.9562128057656,1.87272726053846,0
45.9472155255971,1.87169677747498,0
45.9382400423708,1.87066969562678,0
45.9292213316641,1.86963857740045,0
45.9203277635018,1.86862266039343,0
45.9185928871853,1.86842458798155,0
45.9102554259293,1.86747316350242,0
45.9027599269121,1.86661848483244,0
45.8941428870968,1.86563670089136,0
45.8848177499322,1.86457517885173,0
45.8813545953886,1.86418120114084,0
45.8706933723358,1.86296919764612,0
45.8615294200566,1.86192842957301,0
45.8522007980624,1.86086992916459,0
45.8444945081335,1.85999624960327,0
45.8380098398103,1.85926158553744,0
45.8315368811255,1.85852871984374,0
45.8248394246464,1.85777093282305,0
45.8175158667662,1.85694288298921,0
45.8094613061165,1.85603287816051,0
45.8080089027277,1.85586886323148,0
45.8007952782057,1.85505460500947,0
45.7923650932738,1.85410376442842,0
45.7841844903929,1.85318183532148,0
45.7760976520911,1.85227120952878,0
45.7718956924728,1.85179833308657,0
45.7649223014647,1.85101400408266,0
45.7579629635607,1.85023179878429,0
45.7504938947685,1.84939290533961,0
45.7424129682228,1.8484859950259,0
45.7361551801855,1.84778419595319,0
45.7268962916376,1.84674663503032,0
45.7171042960517,1.84565038040923,0
45.7067557756379,1.84449299070996,0
45.7007831995664,1.84382555888498,0
45.6937842722689,1.84304394307013,0
45.6867997269214,1.84226448241099,0
