SNH,SNO,SO,Qe,TSS,fallo
0.1585,9.1948,1.3748,20941,14.3255,0
0.1585,9.1948,1.3748,20940.9999999999,14.3255,0
0.1585,9.1948,1.3748,20940.9999999994,14.3255,0
0.1585,9.1948,1.3748,20940.9999999969,14.3255,0
0.1585,9.1948,1.3748,20940.9999999845,14.3255000000001,0
0.1585,9.1948,1.3748,20940.9999999224,14.3255000000004,0
0.1585,9.1948,1.3748,20940.999999612,14.325500000002,0
0.1585,9.1948,1.3748,20940.9999980599,14.3255000000099,0
0.1585,9.1948,1.3748,20940.9999902994,14.3255000000493,0
0.1585,9.1948,1.3748,20940.9999514908,14.3255000002464,0
0.1585,9.1948,1.3748,20940.9997573032,14.325500001232,0
0.1585,9.1948,1.3748,20940.998782741,14.3255000061602,0
0.1585,9.1948,1.3748,20940.99381934,14.3255000308005,0
0.1585,9.1948,1.3748,20940.9667390772,14.3255001539886,0
0.1585,9.1948,1.3748,20940.7749418311,14.3255007694919,0
0.1585,9.1948,1.3748,20938.4290333782,14.3255038236144,0
0.1585,9.1948,1.3748,20909.700779659,14.3255143661669,0
0.1585,9.1948,1.3748,20814.5301726736,14.32552288321,0
0.1585,9.1948,1.3748,20607.1067911325,14.3255090900751,0
0.1585,9.1948,1.3748,20259.2785389045,14.3254325800633,0
0.1585,9.1948,1.3748,19767.5433848639,14.3252322819375,0
0.1585,9.1948,1.3748,19153.4563052572,14.3248293515695,0
0.1585,9.1948,1.3748,18458.3288896437,14.3241330574396,0
0.1585,9.1948,1.37479999999999,17814.1683478826,14.3231895420467,0
0.158500000000001,9.19480000000001,1.37479999999998,17241.9354869512,14.322010219676,0
0.158500000000002,9.19480000000001,1.37479999999997,16746.1222609079,14.3206009058584,0
0.158500000000003,9.19480000000002,1.37479999999994,16324.3682546945,14.3189599995077,0
0.158500000000006,9.19480000000004,1.3747999999999,15971.4545093939,14.3170770388146,0
0.15850000000001,9.19480000000006,1.37479999999982,15680.5842279565,14.3149261580083,0
0.158500000000017,9.1948000000001,1.3747999999997,15445.6302225677,14.3124708134783,0
0.158500000000028,9.19480000000017,1.37479999999949,15261.6816909262,14.3096771634285,0
0.158500000000046,9.19480000000027,1.37479999999913,15122.9381352475,14.3065016682638,0
0.158500000000075,9.19480000000044,1.37479999999853,15022.8899554864,14.3028886033119,0
0.158500000000125,9.19480000000073,1.37479999999749,14954.5150269862,14.2987640168373,0
0.158500000000213,9.19480000000122,1.37479999999557,14910.0312300696,14.2939327988622,0
0.158500000000366,9.19480000000207,1.3747999999921,14884.1763680033,14.2884439846958,0
0.158500000000649,9.19480000000362,1.37479999998539,14869.7418350172,14.2819692577161,0
0.158500000001197,9.19480000000656,1.37479999997178,14861.9400420286,14.2742271677325,0
0.158500000002327,9.19480000001247,1.37479999994218,14857.1252476232,14.2647442144365,0
0.158500000004406,9.19480000002306,1.37479999988466,14853.412679281,14.254455531737,0
0.158500000005688,9.19480000002947,1.37479999984796,14851.8964590095,14.2499883991614,0
0.158500000011023,9.19480000005547,1.37479999968894,14847.5673202502,14.2373841572516,0
0.15850000001977,9.19480000009666,1.37479999941514,14843.0751867986,14.2249045836638,0
0.158500000035477,9.19480000016794,1.37479999890142,14837.8246573785,14.2110046041195,0
0.158500000042043,9.19480000019703,1.37479999868123,14836.1440360963,14.2066819486812,0
0.158500000079047,9.19480000035569,1.3747999974044,14829.2259079203,14.1893889850249,0
0.158500000130806,9.19480000056767,1.37479999555801,14822.8893714763,14.1741037668418,0
0.158500000178227,9.19480000075508,1.37479999383094,14818.6076889497,14.1640041143058,0
0.158500000262427,9.19480000107657,1.37479999071431,14812.8061030917,14.1505544025353,0
0.15850000036982,9.19480000147136,1.37479998668218,14807.2234347861,14.1378225540252,0
0.158500000500898,9.19480000193627,1.3747999817094,14801.9224999431,14.1258909663474,0
0.158500000552361,9.19480000211471,1.37479997974669,14800.1378762343,14.1219042345431,0
0.158500000746061,9.19480000276971,1.37479997232582,14794.4119215471,14.1092032902779,0
0.158500000958914,9.19480000346492,1.37479996413336,14789.3423114929,14.0980608392303,0
0.158500001222335,9.19480000429753,1.37479995396799,14784.1782522883,14.0867972238945,0
0.15850000139827,9.19480000483957,1.37479994717169,14781.2022190354,14.0803417041745,0
0.158500001683873,9.19480000569947,1.37479993613748,14776.9492300594,14.0711575848001,0
0.158500002014645,9.19480000666907,1.37479992336634,14772.6867601838,14.0619981272639,0
0.158500002374564,9.19480000769711,1.37479990948924,14768.6387253683,14.053338094611,0
0.158500002710776,9.19480000863567,1.37479989654986,14765.2759655826,14.0461708063239,0
0.158500003069582,9.1948000096171,1.37479988276966,14762.0344451445,14.0392835858562,0
0.158500003476331,9.19480001070744,1.37479986718655,14758.7050741465,14.0322307600382,0
0.158500003925127,9.19480001188627,1.3747998500417,14755.3727656023,14.0251920942591,0
0.158500004424092,9.19480001317047,1.37479983104175,14752.0056762423,14.0180997808165,0
0.158500005062331,9.19480001477742,1.37479980683269,14748.112517993,14.009923159204,0
0.158500005839075,9.19480001668585,1.37479977751064,14743.8681533119,14.0010367514878,0
0.158500006058352,9.19480001721615,1.37479976926037,14742.7513633498,13.9987032051679,0
0.158500007083385,9.19480001965108,1.37479973084922,14737.9194125781,13.9886284924098,0
0.158500008069592,9.19480002193262,1.37479969412686,14733.7673670542,13.9799987412635,0
0.158500009018682,9.19480002407882,1.37479965899321,14730.1344499741,13.9724679988821,0
0.158500010124091,9.19480002652442,1.37479961831652,14726.2654548938,13.9644678672117,0
0.158500011005863,9.19480002843774,1.37479958604888,14723.4113697036,13.958579226235,0
0.158500012615824,9.19480003185473,1.37479952752415,14718.6347371992,13.9487478717486,0
0.158500014295662,9.1948000353268,1.37479946696691,14714.1369541338,13.9395172526826,0
0.158500016177016,9.19480003911654,1.37479939972088,14709.5675857559,13.9301657385614,0
0.158500018211541,9.19480004311148,1.37479932764061,14705.0727866536,13.9209919132404,0
0.158500018704299,9.19480004406433,1.37479931027825,14704.0436635735,13.9188949388745,0
0.158500021041842,9.19480004851317,1.37479922839627,14699.4317518781,13.909513164218,0
